x,y
48381,48106
48715,49479
50929,50250
50452,48945
52903,49650
52902,50105
50369,49615
51003,48693
51586,49170
52214,50324
51815,49375
50015,49385
49968,44951
51274,51159
50139,48240
51568,48212
52094,49427
53771,49868
52696,51309
51353,50271
52110,48679
53065,49559
51243,49471
49158,47569
51589,53212
50716,50226
52917,51056
52046,47422
50183,48147
49685,50701
59637,45811
60147,45082
60025,50540
62099,45862
62457,44344
60734,45976
61654,45375
62737,46856
59434,45767
61383,46454
59180,45359
62661,46734
61930,45278
61909,46072
63957,47753
62033,45635
58244,45992
61159,45013
61495,46965
62011,48870
59014,46813
59953,46852
61075,46380
59978,45921
63518,45366
60662,45183
61917,49590
58162,45461
58656,47841
60103,43554
61360,46709
61576,48371
59026,46292
61555,46519
63261,45819
61252,48636
60366,46199
59988,48268
62906,45197
59397,44267
61898,46911
62684,47619
62113,46253
61034,48519
60097,49612
59797,43693
61500,44023
58569,46086
62098,48364
60135,46592
63119,45688
61016,47793
60779,47519
61530,46159
62512,46476
59835,47222
59495,47409
58468,48906
57948,47995
59107,48912
61258,46064
59691,47572
59628,46865
60173,48289
61201,45635
62400,45584
59578,48612
61786,44837
60755,44937
61942,46526
61501,45670
59458,47430
60630,47285
59370,48566
59677,46828
62217,43734
59962,46140
59247,43976
62951,43581
64197,46477
58954,45292
62130,43638
61766,44822
61211,44484
62982,45314
60461,46738
61434,46270
60185,48738
60602,44756
62991,49882
60817,46350
59524,46701
61589,48446
63760,44658
62292,48885
63074,47510
60573,45064
62195,46716
58990,47402
58730,46167
61872,46473
62583,48197
63311,44483
61267,46010
59364,48273
61827,44599
58938,46819
60129,46161
56623,47837
60470,45222
61691,45495
60109,43495
58717,46859
58565,46331
60601,47937
62566,49149
61903,46451
61782,47084
61954,45907
62345,47091
58264,45640
61303,48326
58773,43499
63086,47075
63081,47684
60204,46955
60597,46399
59077,48115
61768,44391
58976,45060
60989,47257
61190,47066
60972,46551
60077,44786
61432,46817
62600,45672
61396,48168
62082,46029
62480,45840
60049,45388
59918,48366
62084,45119
60707,46058
60634,45826
63489,44063
62451,48261
62426,44954
61782,49028
61595,47677
62779,47041
59953,50937
60526,53180
58802,53819
62297,52300
58604,54336
60766,55324
58238,51102
60125,49071
59177,52894
61205,52646
59620,53606
61566,53795
62010,50563
55811,52761
57938,52825
62783,52794
59198,52561
59786,51948
60902,55082
60679,50894
63223,53981
60586,48986
61159,54532
61033,52468
61475,53918
62169,51916
58904,53725
60531,53274
61442,51792
60235,52007
58915,50231
62109,50367
59971,53488
60369,52563
57329,51751
59933,56156
61775,53359
61599,53671
60106,49519
57978,52975
63057,51681
61776,51655
62364,50648
60327,51525
59857,53804
59856,50041
58313,52980
62549,54640
59146,54829
61469,51409
58371,50040
61314,51110
60548,53678
59922,52786
58762,51916
60854,52169
62313,53461
60787,51558
60948,49685
60644,51665
59095,50820
58808,52874
63244,53722
61129,52867
60730,52083
61190,54253
57940,53483
60793,50532
57987,50535
57316,51557
57344,53713
59345,53451
59309,53689
63148,54994
65535,51609
58432,52328
61739,52881
58769,54508
62146,50611
61353,52949
60249,52238
60703,52037
61407,52897
59622,51840
58297,53749
58234,52471
63457,52600
60443,53128
62485,51824
59626,52498
60245,51232
60088,51401
59466,51775
59673,50869
59396,54860
60024,50389
63143,53181
61364,52426
61272,52410
61352,50032
60794,53091
58644,54218
60576,51753
59434,52433
61099,50199
57111,51732
59385,51054
59626,52424
62053,52942
59411,54228
63256,53319
61799,52927
56783,52846
61232,53224
60221,52022
58815,54259
58336,53014
60820,53919
59816,53916
60946,53614
57803,50468
59045,52706
60617,51398
61019,51535
60753,50736
62592,54099
60868,51134
60597,51012
60201,52003
60152,49128
59566,53452
59703,52501
58933,53890
59898,51245
60079,53099
62063,51857
60308,51685
61447,51661
58543,53625
61593,51496
61290,54028
61105,49647
60231,53265
59558,52776
58402,52389
58134,51877
59040,54950
63162,53609
58718,49514
60396,52805
44040,46197
46006,46521
47260,47193
45600,46395
44324,44879
42732,45444
43609,46066
46021,44331
45527,42803
44401,45918
44023,46226
44772,46447
46125,45879
45451,47318
44081,47210
45840,49753
46384,44600
44279,43434
44882,47245
45818,44321
45019,45549
43897,46696
43524,46836
42508,47345
45015,46110
45356,44834
45010,47987
43712,46227
46179,46421
45360,46378
44163,47526
46904,46553
42409,44578
43905,45300
42749,45475
44698,44129
43280,46617
45574,47897
43851,47533
44478,46315
44520,46484
46371,47909
42904,44785
44901,44409
43361,48159
43714,43305
44492,45977
43671,47848
43629,46252
45612,47971
44877,48055
44762,46708
46340,45960
42187,44860
42896,46268
44691,46276
42616,48423
44100,44734
45893,47567
45486,44940
46071,50218
46857,48357
46050,46610
44886,47155
45351,45046
44677,47921
45206,46504
44977,46050
46042,47659
44793,47895
45298,46876
42300,46449
45015,44653
46676,46171
45440,45988
46055,47085
44201,48116
45308,45173
46229,46865
45738,46899
43439,43985
42348,46774
45146,47690
46211,44206
44565,44177
46191,48317
45909,45961
44577,46345
46157,45612
41927,48543
45309,46374
46051,45145
41508,47088
44238,45158
45806,46785
45230,47186
42223,47000
44108,46834
46761,47183
45727,44795
45234,46110
46226,45384
44460,46396
46924,47066
44201,46722
45562,47033
43711,47308
46969,46954
46080,45768
43869,48571
45755,46024
44704,46111
45754,46817
44916,46930
45205,44698
45636,41946
43794,43368
42990,47111
44324,47646
46585,48285
43138,47056
44109,47298
42078,45102
44719,47108
43690,44669
43682,47550
45997,46437
45652,46746
45705,47041
45374,46355
45536,44653
45595,47049
44325,46733
46511,47373
44717,47856
45786,46580
41089,45626
41851,44047
47162,47068
46773,44941
45806,45282
43274,47372
42182,45481
43583,47308
44362,45655
43611,45959
42283,44263
48266,45184
45821,47089
47332,45389
37900,43700
38172,42792
38870,44459
36702,45802
39220,45233
39240,45636
38915,45632
37496,46121
37626,43520
36859,42832
36497,45576
37937,43875
37414,45176
39339,45642
38768,44701
41073,43678
35880,44226
37556,45014
39028,46813
39129,45517
39139,43725
39846,44359
38946,42243
37889,42985
37202,42594
39657,46012
40225,43669
39702,45456
36022,44378
39149,44151
38749,44262
36524,45489
39630,45246
38678,43050
38805,43472
36611,46457
40358,44017
42141,45706
36701,43206
37160,42132
39036,46009
38631,43541
39553,42753
38443,45629
35876,43700
37021,42818
41819,44466
40028,44930
37346,45508
38863,44153
38508,42962
37264,47422
38967,44890
37439,44820
37270,43745
38396,44576
38385,42809
38104,44902
36294,42107
36196,48017
37836,43781
38015,47510
36982,42306
34913,45567
35954,45537
37321,45452
38878,44922
36692,43157
39976,45731
36945,43736
39339,47635
37645,43455
39633,45001
36611,43308
34906,46250
38611,43370
41704,45883
39621,43859
38077,43794
40492,47761
34702,44962
37823,45829
36125,46077
39395,47560
37207,41740
37616,47074
40281,44811
38038,48847
39125,42626
36602,45948
38478,45047
37382,44795
34334,42680
36768,41959
37938,45945
35861,45653
38094,44260
37969,44116
36962,45354
36490,44675
38348,45436
40941,43844
36794,42112
37542,46600
37933,46235
41131,42932
38015,46380
36468,45109
35208,47795
38449,43572
39124,42972
35984,42959
40255,44800
37430,41616
36451,44885
38267,44239
38653,43402
39128,42928
40318,44621
39291,43282
36671,44622
37140,44018
36271,44809
38421,44847
37125,44254
41955,45767
37094,44119
37694,42646
38965,45780
37904,44387
39379,44164
36780,43453
38535,43780
38827,45565
37760,44128
37103,46501
36567,45438
39429,44771
38365,45290
37201,46980
38197,42246
38657,45536
37755,43877
37701,44638
40228,46360
35969,44284
36903,42584
38661,44045
38646,42669
37416,45799
36035,49446
38117,50251
36690,49591
34794,50227
37120,50499
35693,52595
34424,50941
35866,51091
37703,52241
34587,49905
33678,52163
36568,52539
35268,51811
38729,49255
36501,48967
34736,48182
33096,50259
37830,51496
35451,47900
35724,51642
36425,52080
35938,51733
38012,50808
33453,50485
36714,49251
37741,49565
37294,50769
37509,49964
34605,51599
35289,50416
38044,50643
37268,53110
36656,50566
36229,52718
35130,50291
36510,50240
36021,48965
36001,50147
38506,49918
38123,52510
35792,48033
38875,51578
36128,48920
33825,51800
38347,52233
33348,49892
36163,53031
38329,47862
36978,48153
37327,51814
35640,50947
38899,50810
35153,49820
37773,51076
35854,49904
36557,48528
39462,50878
35609,51438
36400,49928
39355,49950
35678,48944
36240,50203
37851,50911
35529,48483
34856,50507
34555,47854
37617,51514
35288,52498
37102,50697
36117,50939
36195,51606
37334,49489
36894,47891
36510,50444
35679,51251
34039,48581
35416,50433
35292,47507
35473,49117
36805,51837
34907,49407
38576,50876
36911,52330
34151,50380
35994,50817
35873,50003
36406,50463
36711,51816
36773,50930
36847,53455
37462,52043
37317,49835
36221,54174
34893,50011
37153,52163
34999,50316
38215,53643
36818,50538
34119,52062
36099,51107
34017,50315
34972,50553
33611,50666
33361,48121
38446,48060
34622,51962
31946,51702
34976,51227
34143,49934
35518,50270
36539,51996
34748,51075
35055,51610
37740,50009
38157,49848
37775,49692
36319,52029
36552,51655
32979,50394
34994,52092
37047,48811
36847,53569
34617,52089
37507,50353
32954,50861
36008,48930
38371,51242
34908,50703
37348,49716
35338,51900
36979,51524
35275,50848
37365,52976
36288,52087
35328,53446
34733,51912
35553,51517
38070,53037
35152,50692
37005,51257
36522,50164
37810,48108
36619,46682
35912,49827
38795,48442
34981,48664
36403,48903
34507,47459
37485,51322
38515,50074
31066,46469
30611,46226
29328,44467
29589,46786
30863,47267
32118,43011
33642,48588
29513,44633
28483,46037
30420,42435
31130,46909
29934,47200
32303,47345
30906,47311
29581,44268
28832,44831
29906,47016
31073,46483
30198,47951
31032,45152
32141,43787
27818,46878
30370,43579
30879,41734
31448,44717
33078,44208
30581,46960
32202,47711
31905,46820
36071,44535
28440,44810
31170,46097
32193,45876
34126,46746
31067,45079
31167,47656
33790,46438
30561,46264
31109,44892
33014,45886
32463,45301
30997,45889
30534,46102
29735,48055
28512,45840
32901,45871
31926,45424
32819,47173
31542,45614
30793,42766
30764,43714
31793,46337
31657,46117
30537,43629
32209,47167
32744,43999
29246,46479
29476,43739
30758,41842
30553,47040
31802,47476
29976,46087
30957,47930
32118,46390
30694,44466
30439,47075
31920,46382
31778,47518
29259,45342
30472,44653
32252,46230
31852,45306
32198,46699
31370,45222
32264,46894
32335,45997
31154,45908
28736,40792
29679,46301
32210,46786
31213,43528
31291,44107
31127,47321
28118,44775
31119,46055
29705,47057
31624,45467
30790,47566
31604,46454
30100,45879
29919,45857
30801,44512
33008,44407
32062,45990
29052,45808
30659,44846
30026,45682
30627,44454
30382,43613
31871,44973
32139,46892
30578,44542
29043,45436
32211,48405
30016,44487
31178,44394
30522,46566
32049,47819
29855,45626
31054,44541
29608,45031
29612,45840
31350,44748
30806,45234
33610,44086
33021,43481
31152,46517
29368,46709
30888,45683
33108,45964
34179,48012
29599,44203
28615,47158
31622,45004
30047,45342
31991,44255
31144,43395
29855,45069
29912,46430
30220,45595
29812,46044
29899,45748
34751,49387
30128,45204
30635,43889
30294,45296
31764,46849
34639,46169
30302,47776
30371,45565
31911,45528
29707,44749
31573,45804
30257,45725
31476,44300
28961,43127
30635,45556
31375,45645
31662,45383
30947,43537
23842,44933
25896,45359
21800,47934
24542,44728
23441,45886
24535,44138
24486,43549
25819,45207
24646,45406
24392,46261
25166,45053
22211,45191
20458,45329
24316,45453
21958,45560
22184,44249
23144,45494
24266,44510
26221,45421
22912,46671
25740,44473
23877,45909
23609,46656
23433,45945
22387,47332
22050,45954
21444,46964
22051,44212
23554,45863
24929,43868
22096,47233
23462,44483
25301,46117
22168,46142
23939,46011
24675,45135
23107,46354
20963,45739
22876,45874
23487,42557
22163,45795
23404,44335
21221,44474
22638,45554
21615,48163
20714,45805
23688,45829
23515,46366
23692,44325
24567,43379
24343,46878
23272,45633
21255,44721
22392,47698
22575,45576
23378,45780
21147,44235
23016,45266
21108,45235
23136,46375
23584,44797
24890,43027
24311,41002
24738,44640
26216,43410
23658,45171
23855,45931
22615,45157
23820,44976
23767,43141
21854,45512
20838,46554
25822,48220
21171,46906
23376,45082
24788,44771
24522,45861
25495,42792
23958,44468
23825,46811
24527,46626
23835,46847
22937,43548
21657,45779
24273,42879
26228,46553
23338,46902
24477,43061
24736,45066
22976,47248
23230,46643
23589,42521
22285,45629
26468,45504
21561,44237
22250,45658
23906,45475
23754,47759
23594,45950
24330,45763
25198,46841
24438,45278
22378,42929
25044,44899
22934,45175
24259,43678
24947,45212
23737,44771
24847,44152
23038,45476
23277,44688
20307,46589
20494,45315
25807,47714
22166,45254
25532,46572
27376,45995
22506,43691
24987,44077
22999,46007
22034,44197
20914,44091
25535,46274
23288,45258
22341,46998
23954,47601
21368,45917
23746,45135
25316,46217
22485,48161
24868,46549
23674,43785
22995,44707
27463,46986
25679,47098
21579,45924
21055,45837
26609,47476
24628,45035
24355,48292
24966,43815
23763,44750
20485,46394
23524,46587
23628,44730
25693,46232
25345,45149
22546,43351
24514,48478
22225,44140
56907,37079
60236,35088
58110,38682
59019,39748
55932,35163
57632,37220
56429,35600
59796,34874
51782,34639
54794,34578
55615,36243
57356,40144
58457,37432
58770,33452
58965,33085
55470,35116
56993,32158
58047,36416
54381,36820
57391,35246
56730,35577
52492,35399
54286,34827
55842,36136
56678,35623
56690,36823
57832,36316
56688,36583
58706,36418
55517,34972
56809,36297
55983,38451
57652,35563
56680,34674
55269,35481
56805,36159
57312,35967
55628,34757
58214,37687
57022,36838
56611,34057
55580,34586
58427,32683
55448,37197
56636,35529
53222,36200
56396,37255
57306,37084
57593,37299
57370,36555
55510,35439
56813,35086
58070,35178
57381,34383
57335,32064
57649,35291
55892,36852
56074,35582
57906,33048
55366,35650
56413,36418
56941,38327
57154,33712
57750,36800
57857,36922
56143,35658
55338,35743
56441,35275
56414,37396
59486,32151
58706,36533
52659,34777
59404,32845
56922,35768
57726,35998
57200,36580
57944,36151
56618,35436
59034,35201
57527,34254
55893,34795
59479,34096
56696,36827
58247,36777
57425,33591
55633,35639
58824,35451
56641,37864
56541,35719
58690,38619
57601,35635
57601,38899
55493,35034
56406,35362
54744,37285
56968,36170
56554,34309
57672,34909
56549,36908
54899,36989
58177,34610
52736,36955
57200,36282
56107,34721
56844,34985
59046,35909
58878,34978
55592,36014
57442,38090
55333,34329
55756,36134
57707,36517
56490,35034
55408,37045
55350,37801
57650,36971
57240,34898
56276,34870
56026,35279
55507,39069
59313,34984
59314,35053
55148,36561
55846,33030
58280,35077
57860,36410
53799,37256
56172,34623
56629,34903
57012,37189
61328,34539
58570,36942
55822,35934
58008,34512
56810,36292
57603,34029
59246,36194
53045,33476
58231,34186
53386,37554
54858,34270
54851,35170
56299,36158
55829,34669
57130,33622
57045,35018
55963,37150
57850,35626
57398,33876
57433,35084
57353,60000
58154,59780
59668,60897
58098,61604
60212,56867
58558,56754
57238,61962
57393,60130
60954,58518
59449,62121
58116,61273
56322,59335
57785,59295
60018,58622
58845,62613
58689,61640
57082,58629
56935,61044
58391,61517
60966,58270
60804,57443
60743,58206
59138,60401
59953,59003
60969,59822
57136,61329
57366,61945
56366,57724
58665,59932
60758,60881
57980,59322
59239,61982
57812,61923
59704,60580
61020,59430
59976,61896
60409,59802
59165,59687
57762,60304
58771,60580
57753,59203
57852,60171
59079,59352
56843,59151
60331,57240
57591,61596
57063,58649
56693,58774
57642,59436
58329,60180
59112,63187
57718,59894
56937,59156
57576,59542
58613,58762
60267,60706
57706,56481
59214,58361
61073,59807
57207,61078
58015,59153
58158,58562
55203,57018
58219,61499
57782,60002
55784,59163
59345,61352
59269,59992
56691,59491
59024,60718
59110,60648
58750,57843
59118,60039
57473,59889
57935,59287
58935,58666
58889,60334
60927,60647
59624,59604
58797,58377
58624,58748
58691,58145
60046,58263
59449,58883
56818,60227
60006,60524
59772,62508
57843,58840
59475,60281
57562,57847
57692,60874
59111,59739
55418,59726
57647,61654
57192,63091
56910,61194
60549,59383
58222,62395
59915,58433
59520,59618
58928,60595
59722,59830
61347,59432
61654,61450
56954,58817
56034,59874
60069,58113
58563,62792
59022,58759
56745,59632
58611,56944
58213,61124
59832,61819
57659,62508
58167,57737
56924,58052
59983,59647
60295,58226
59571,59704
59407,63359
61438,60731
58412,60555
59087,60200
59921,58297
62507,59886
56500,61376
60955,57896
58439,61605
56364,59088
56487,61747
59447,57392
57894,59036
57925,61583
61135,58271
59445,59658
59387,60014
58154,60283
55361,61450
59573,59358
60407,60339
57851,60497
56974,60278
58959,61260
58590,59525
56814,60167
56482,59948
59678,56732
56898,59377
61084,58521
60235,57996
35967,36673
33802,37020
34261,37067
37405,33958
36836,39256
37201,37141
33942,34583
36874,35950
36087,35914
35266,37658
35368,35938
37797,36278
38059,35143
37189,38589
39025,38317
39884,40043
34384,37619
35438,35961
35228,34409
36656,39035
34657,37807
34997,35538
34596,37163
36515,36356
36659,37772
37432,39281
35778,38273
35673,37211
35254,33638
36100,37456
38717,38000
37182,37411
35648,39129
35955,37847
36359,37310
35721,36229
36528,36061
39397,39374
36008,35818
34522,35773
35101,38142
36844,38976
36672,36938
36638,35819
35636,37443
36690,39754
35091,35641
36944,39148
35483,38084
33394,37319
35390,35563
37099,38588
38095,39196
36056,34964
35612,35819
34622,37604
33618,37049
37790,37999
39063,35717
36444,34614
37971,36374
32167,39987
36206,36422
36389,38939
36095,33268
37525,38632
33540,39200
35076,35331
35191,37667
33916,38665
36172,35806
36579,35985
37915,37571
35600,37619
32910,36355
35412,36473
36407,36157
36663,37415
34432,35853
36058,35597
34996,36782
38645,36855
35811,37422
34222,38934
36509,37087
34560,38446
36209,37346
34940,35990
35403,36688
32942,35010
35436,37366
37768,35501
34772,37566
37396,38924
37109,39039
36322,38482
36164,36125
35531,36570
37177,35936
35355,38390
38130,36011
36242,37643
37882,36742
36127,38450
35394,38220
34349,37125
34947,39400
33437,35442
34167,36965
36172,39484
37370,38669
37667,37350
36974,38282
35801,35541
35609,37194
36795,34454
34626,36266
35808,36376
33613,39794
37801,36929
38443,39283
33652,37501
35332,38247
37264,36885
35768,33850
33922,37009
33846,33297
33715,38111
34553,37161
36826,38107
35007,39211
36173,35498
36725,35697
36455,37227
35395,37619
34614,36595
35110,36198
34870,39058
35579,39250
36919,37870
35851,39142
38539,37485
35082,36246
32801,33333
35038,34405
35494,35663
37480,35672
35852,35216
36125,38191
36039,37098
36216,62182
37992,59534
36398,59165
33519,59516
37891,59892
37835,56856
36486,58780
36333,58448
35492,58360
39398,58165
36215,57623
36229,58559
35847,60401
33122,61567
36575,58483
38437,59774
36403,61703
36423,59073
35423,57630
36850,56751
33959,57663
36243,57771
37479,60292
39385,58486
35322,59148
35700,57384
36242,57635
36696,59198
34637,57665
34443,60316
37166,58232
39283,59107
36049,59576
34553,59382
40134,59872
33630,58312
35047,60446
36709,56868
37404,56050
37599,57510
36454,59424
38035,58873
36308,60312
38558,56670
36529,58009
32534,60827
35346,58988
34712,57869
35561,59193
35534,60214
37053,57010
38314,58604
38318,60919
38027,59660
35355,60826
35436,59180
35727,58236
39398,60099
37269,57920
36889,59486
37566,59456
39104,58213
32504,60521
35603,58464
33987,58301
38181,57802
33486,56845
36799,61300
36246,57201
33218,58279
35125,58821
36219,58974
37589,58770
40243,57661
35361,62227
38232,59464
35237,58902
35398,58700
37988,59312
35644,59384
38422,59220
37090,59149
38945,59787
34996,58737
34596,59765
36992,56453
33822,59036
35211,58983
36283,59567
38990,58154
37488,61935
35445,59206
37798,56597
35170,59819
33624,58303
35462,61614
34945,57757
38089,56389
37372,57669
39872,58481
36960,58594
35192,61069
37556,56733
37083,57931
36878,61006
37226,57241
38515,58026
34289,56684
35741,57634
37745,57622
36805,60016
34914,58404
38566,59390
36967,58135
36433,57684
34796,60094
36645,58435
36421,57942
36037,57311
35578,57692
33356,61093
33015,57987
36045,57448
33606,59280
37937,56751
35457,58671
37360,59696
35066,57896
36783,59577
34208,56715
36846,60935
35141,60571
36861,59309
34573,59067
38523,59697
35104,58388
36442,57756
36551,60388
35711,57926
36064,60505
38706,57037
36216,57898
39611,56741
35988,58251
37263,57129
37094,59676
35217,59875
36483,57847
34924,58072
37060,58762
30908,61364
29802,58114
30571,60758
34779,62221
30304,61141
30877,60859
30681,62149
31259,62320
30567,62523
28728,61702
32333,61933
29047,58154
31463,61149
30898,60616
28229,59101
33697,58534
29758,63528
30280,62465
32349,61066
32134,61037
30612,61541
33233,62021
29987,61369
29079,60255
29589,60622
28995,58890
31627,61188
29272,59183
28392,61346
31204,59112
30174,60328
31578,60296
29445,64978
31977,59480
31182,60250
30648,60178
30532,61950
31720,61379
32583,61093
30050,60218
31627,61090
31236,60424
28553,62002
30375,62924
31573,60997
27505,58926
30061,61246
32649,59545
27696,59838
30506,59686
32074,61939
28616,59416
29085,60541
30515,60969
33532,59075
28578,63180
31643,60477
28729,63139
31112,61673
32361,59991
32426,59919
31204,58913
29626,60190
30075,59907
32218,62122
30740,62257
28555,61394
31318,58248
29618,60724
32557,61120
31530,59440
32126,60135
29801,61182
29148,58130
26807,61319
31413,60511
30647,61432
30619,60514
31284,61697
31312,60742
33387,61847
32660,59958
30795,63840
30746,61100
31879,60106
33018,62972
30887,62360
31474,60121
31797,61321
30395,60514
29160,57565
30133,63934
33171,59359
28342,58906
30960,62047
30927,61258
30161,62149
29448,62355
30068,62245
32579,62231
32590,63313
28653,61470
31663,61270
33003,60476
31142,59600
27316,63731
31472,59250
31233,61286
32954,59101
28250,60235
30145,59447
30168,60662
32390,58431
30330,61187
31866,61099
29485,63621
27659,60100
29690,64853
30276,59599
31279,61858
28391,59730
31215,59848
33275,60563
30749,59966
28904,59191
27819,63600
30019,58071
31985,62537
32412,63477
27380,61315
30483,60444
28526,58659
31133,64758
32997,59655
30720,60651
31643,59695
31779,59328
31849,60708
31872,60703
29130,58041
28327,60138
30265,59751
32061,59778
29842,62137
33359,62329
29116,59119
30071,60466
29916,60125
28434,59636
29436,60956
27434,54958
25440,57862
24392,57589
26136,56016
26253,58899
24733,56201
25528,59581
25738,58235
24618,55531
26834,55097
25201,54565
25851,58222
27108,57491
28837,54748
24946,56824
25052,57829
28402,57647
25052,57022
27181,54919
28052,55809
25196,55203
26591,56646
29474,56798
27070,57594
26481,56658
24784,57237
28064,58174
27715,55387
26470,56078
23811,56713
26542,57297
27473,55726
26275,56590
25919,59329
27550,55740
28594,55605
28250,58482
27827,58698
26215,55199
27517,55156
27881,60061
27012,54253
26172,55215
26319,58948
27900,56990
28810,55914
28021,56815
27286,59569
25494,55960
25659,57314
27469,55207
26043,55705
26718,53997
27707,56661
27634,56842
27707,56972
26205,53325
26512,58723
27821,56672
25689,56135
25979,56888
26345,56949
24731,56832
25629,58886
29908,56769
25873,59678
27128,54407
27287,58184
26387,58854
26891,56558
24536,56381
28383,58361
27493,56974
28582,58290
25283,58667
26042,59496
28772,57273
25425,57151
28909,58542
26560,55691
27188,56510
26174,57058
23262,57537
26490,58074
27874,55221
24446,56245
29227,57928
26149,60135
25540,56691
25014,56055
25970,55621
28657,57812
28212,55783
25507,58317
27306,57368
27463,56882
23994,55242
24879,56386
24594,58438
28033,54727
29053,58326
26193,55842
29259,57100
27525,57634
28073,56257
26774,57001
25383,56911
25669,56972
25208,56211
27256,59403
27196,59444
27331,56041
27937,58138
28509,58324
26717,60264
27955,56280
25446,55704
26109,58656
25760,55776
28212,56159
28233,54684
26449,55946
25001,58362
26962,56689
25916,54106
28777,57742
27815,58195
25663,55384
27901,55860
25659,54386
28759,58288
25021,56847
26692,57000
27775,54914
25818,53650
25985,57795
27033,60004
27613,55744
28592,54269
25260,56723
24970,59023
23462,57642
26119,56817
29242,56662
25347,57105
26091,56821
26145,58505
26896,57284
25137,55409
27354,54316
19261,63453
20147,61505
19188,57789
19583,63659
17969,62228
21897,58917
22606,61448
19622,64221
22246,61319
20384,62437
20960,61852
21577,60141
18709,61578
18999,61780
20587,62383
19768,60627
22982,59562
19533,60480
20782,61636
19005,60807
18261,60547
21899,61237
19257,62118
18804,62526
21096,59815
20354,59784
19943,63108
19049,59645
19177,58865
19048,62924
23096,59668
21449,60845
20765,60709
21064,60931
19837,60753
18422,62176
19779,61803
19838,59122
19108,61782
21412,58791
20671,61282
18870,60325
18642,58455
19395,59800
19335,61410
19770,59397
18068,61918
21368,59942
19530,58199
20181,60841
19764,63838
18920,61044
18680,62674
19070,61422
21307,64529
19144,62358
19290,60747
19871,62381
19696,57420
19797,61359
18344,59637
20259,60511
20316,61803
22369,62265
19096,59674
20453,61587
20380,60733
16846,62613
20002,57292
19912,60502
19641,59926
19601,60881
19285,60802
21062,61940
20568,59655
20338,62938
21393,62630
19272,60480
20007,61561
20784,60935
19038,60983
17653,62598
